serial	2000	0.090000	0.010000	0.500000	16	4000	4	420956
serial	2000	0.450000	0.050000	0.500000	16	4000	4	410185
parallel	2000i	0.090000	0.010000	0.500000	16	4000	4	2	1	580615
parallel	2000i	0.450000	0.050000	0.500000	16	4000	4	2	1	533119
parallel	2000i	0.090000	0.010000	0.500000	16	4000	4	3	1	856876
parallel	2000i	0.450000	0.050000	0.500000	16	4000	4	3	1	798120
parallel	2000i	0.090000	0.010000	0.500000	16	4000	4	7	1	1892058
parallel	2000i	0.450000	0.050000	0.500000	16	4000	4	7	1	1668121
parallel	2000i	0.090000	0.010000	0.500000	16	4000	4	15	1	1623182
parallel	2000i	0.450000	0.050000	0.500000	16	4000	4	15	1	1517001
parallel	2000i	0.090000	0.010000	0.500000	16	4000	4	31	1	672981
parallel	2000i	0.450000	0.050000	0.500000	16	4000	4	31	1	514396
parallel	2000i	0.090000	0.010000	0.500000	16	4000	4	2	2	589024
parallel	2000i	0.450000	0.050000	0.500000	16	4000	4	2	2	554290
parallel	2000i	0.090000	0.010000	0.500000	16	4000	4	3	2	897294
parallel	2000i	0.450000	0.050000	0.500000	16	4000	4	3	2	828711
parallel	2000i	0.090000	0.010000	0.500000	16	4000	4	7	2	1949320
parallel	2000i	0.450000	0.050000	0.500000	16	4000	4	7	2	1783630
parallel	2000i	0.090000	0.010000	0.500000	16	4000	4	15	2	1655546
parallel	2000i	0.450000	0.050000	0.500000	16	4000	4	15	2	1529570
parallel	2000i	0.090000	0.010000	0.500000	16	4000	4	31	2	614534
parallel	2000i	0.450000	0.050000	0.500000	16	4000	4	31	2	410163
parallel	2000i	0.090000	0.010000	0.500000	16	4000	4	2	3	531463
parallel	2000i	0.450000	0.050000	0.500000	16	4000	4	2	3	524155
parallel	2000i	0.090000	0.010000	0.500000	16	4000	4	3	3	697967
parallel	2000i	0.450000	0.050000	0.500000	16	4000	4	3	3	744990
parallel	2000i	0.090000	0.010000	0.500000	16	4000	4	7	3	1528063
parallel	2000i	0.450000	0.050000	0.500000	16	4000	4	7	3	1705109
parallel	2000i	0.090000	0.010000	0.500000	16	4000	4	15	3	1511568
parallel	2000i	0.450000	0.050000	0.500000	16	4000	4	15	3	1510002
parallel	2000i	0.090000	0.010000	0.500000	16	4000	4	31	3	1220567
parallel	2000i	0.450000	0.050000	0.500000	16	4000	4	31	3	1084014
parallel	2000i	0.090000	0.010000	0.500000	16	4000	4	2	4	596362
parallel	2000i	0.450000	0.050000	0.500000	16	4000	4	2	4	554935
parallel	2000i	0.090000	0.010000	0.500000	16	4000	4	3	4	903952
parallel	2000i	0.450000	0.050000	0.500000	16	4000	4	3	4	827176
parallel	2000i	0.090000	0.010000	0.500000	16	4000	4	7	4	1970242
parallel	2000i	0.450000	0.050000	0.500000	16	4000	4	7	4	1846088
parallel	2000i	0.090000	0.010000	0.500000	16	4000	4	15	4	905243
parallel	2000i	0.450000	0.050000	0.500000	16	4000	4	15	4	1135819
parallel	2000i	0.090000	0.010000	0.500000	16	4000	4	31	4	399570
parallel	2000i	0.450000	0.050000	0.500000	16	4000	4	31	4	104299
serial	2000	0.090000	0.010000	0.750000	16	4000	4	420722
serial	2000	0.450000	0.050000	0.750000	16	4000	4	410980
parallel	2000i	0.090000	0.010000	0.750000	16	4000	4	2	1	573569
parallel	2000i	0.450000	0.050000	0.750000	16	4000	4	2	1	524586
parallel	2000i	0.090000	0.010000	0.750000	16	4000	4	3	1	872254
parallel	2000i	0.450000	0.050000	0.750000	16	4000	4	3	1	806888
parallel	2000i	0.090000	0.010000	0.750000	16	4000	4	7	1	1904133
parallel	2000i	0.450000	0.050000	0.750000	16	4000	4	7	1	1685728
parallel	2000i	0.090000	0.010000	0.750000	16	4000	4	15	1	1578961
parallel	2000i	0.450000	0.050000	0.750000	16	4000	4	15	1	1445081
parallel	2000i	0.090000	0.010000	0.750000	16	4000	4	31	1	679647
parallel	2000i	0.450000	0.050000	0.750000	16	4000	4	31	1	501928
parallel	2000i	0.090000	0.010000	0.750000	16	4000	4	2	2	592815
parallel	2000i	0.450000	0.050000	0.750000	16	4000	4	2	2	559563
parallel	2000i	0.090000	0.010000	0.750000	16	4000	4	3	2	902941
parallel	2000i	0.450000	0.050000	0.750000	16	4000	4	3	2	828412
parallel	2000i	0.090000	0.010000	0.750000	16	4000	4	7	2	1970509
parallel	2000i	0.450000	0.050000	0.750000	16	4000	4	7	2	1793876
parallel	2000i	0.090000	0.010000	0.750000	16	4000	4	15	2	1568349
parallel	2000i	0.450000	0.050000	0.750000	16	4000	4	15	2	1487048
parallel	2000i	0.090000	0.010000	0.750000	16	4000	4	31	2	606941
parallel	2000i	0.450000	0.050000	0.750000	16	4000	4	31	2	412187
parallel	2000i	0.090000	0.010000	0.750000	16	4000	4	2	3	534853
parallel	2000i	0.450000	0.050000	0.750000	16	4000	4	2	3	531120
parallel	2000i	0.090000	0.010000	0.750000	16	4000	4	3	3	728433
parallel	2000i	0.450000	0.050000	0.750000	16	4000	4	3	3	760519
parallel	2000i	0.090000	0.010000	0.750000	16	4000	4	7	3	1848012
parallel	2000i	0.450000	0.050000	0.750000	16	4000	4	7	3	1758977
parallel	2000i	0.090000	0.010000	0.750000	16	4000	4	15	3	1573093
parallel	2000i	0.450000	0.050000	0.750000	16	4000	4	15	3	1532771
parallel	2000i	0.090000	0.010000	0.750000	16	4000	4	31	3	1121830
parallel	2000i	0.450000	0.050000	0.750000	16	4000	4	31	3	1053612
parallel	2000i	0.090000	0.010000	0.750000	16	4000	4	2	4	604761
parallel	2000i	0.450000	0.050000	0.750000	16	4000	4	2	4	567460
parallel	2000i	0.090000	0.010000	0.750000	16	4000	4	3	4	915507
parallel	2000i	0.450000	0.050000	0.750000	16	4000	4	3	4	844707
parallel	2000i	0.090000	0.010000	0.750000	16	4000	4	7	4	1984254
parallel	2000i	0.450000	0.050000	0.750000	16	4000	4	7	4	1873571
parallel	2000i	0.090000	0.010000	0.750000	16	4000	4	15	4	1593158
parallel	2000i	0.450000	0.050000	0.750000	16	4000	4	15	4	1445852
parallel	2000i	0.090000	0.010000	0.750000	16	4000	4	31	4	402532
