parallel	2000i	0.450000	0.050000	0.750000	16	4000	4	31	4	101211
serial	2000	0.090000	0.010000	0.900000	16	4000	4	429531
serial	2000	0.450000	0.050000	0.900000	16	4000	4	417841
parallel	2000i	0.090000	0.010000	0.900000	16	4000	4	2	1	578647
parallel	2000i	0.450000	0.050000	0.900000	16	4000	4	2	1	537476
parallel	2000i	0.090000	0.010000	0.900000	16	4000	4	3	1	860913
parallel	2000i	0.450000	0.050000	0.900000	16	4000	4	3	1	793555
parallel	2000i	0.090000	0.010000	0.900000	16	4000	4	7	1	1918619
parallel	2000i	0.450000	0.050000	0.900000	16	4000	4	7	1	1705386
parallel	2000i	0.090000	0.010000	0.900000	16	4000	4	15	1	1615702
parallel	2000i	0.450000	0.050000	0.900000	16	4000	4	15	1	1513822
parallel	2000i	0.090000	0.010000	0.900000	16	4000	4	31	1	674778
parallel	2000i	0.450000	0.050000	0.900000	16	4000	4	31	1	502128
parallel	2000i	0.090000	0.010000	0.900000	16	4000	4	2	2	596807
parallel	2000i	0.450000	0.050000	0.900000	16	4000	4	2	2	556998
parallel	2000i	0.090000	0.010000	0.900000	16	4000	4	3	2	901790
parallel	2000i	0.450000	0.050000	0.900000	16	4000	4	3	2	833068
parallel	2000i	0.090000	0.010000	0.900000	16	4000	4	7	2	1969032
parallel	2000i	0.450000	0.050000	0.900000	16	4000	4	7	2	1808877
parallel	2000i	0.090000	0.010000	0.900000	16	4000	4	15	2	1618222
parallel	2000i	0.450000	0.050000	0.900000	16	4000	4	15	2	1493558
parallel	2000i	0.090000	0.010000	0.900000	16	4000	4	31	2	612917
parallel	2000i	0.450000	0.050000	0.900000	16	4000	4	31	2	421618
parallel	2000i	0.090000	0.010000	0.900000	16	4000	4	2	3	536657
parallel	2000i	0.450000	0.050000	0.900000	16	4000	4	2	3	536866
parallel	2000i	0.090000	0.010000	0.900000	16	4000	4	3	3	745611
parallel	2000i	0.450000	0.050000	0.900000	16	4000	4	3	3	758626
parallel	2000i	0.090000	0.010000	0.900000	16	4000	4	7	3	1926632
parallel	2000i	0.450000	0.050000	0.900000	16	4000	4	7	3	1782534
parallel	2000i	0.090000	0.010000	0.900000	16	4000	4	15	3	1566722
parallel	2000i	0.450000	0.050000	0.900000	16	4000	4	15	3	1547258
parallel	2000i	0.090000	0.010000	0.900000	16	4000	4	31	3	1027234
parallel	2000i	0.450000	0.050000	0.900000	16	4000	4	31	3	932614
parallel	2000i	0.090000	0.010000	0.900000	16	4000	4	2	4	573294
parallel	2000i	0.450000	0.050000	0.900000	16	4000	4	2	4	544324
parallel	2000i	0.090000	0.010000	0.900000	16	4000	4	3	4	881935
parallel	2000i	0.450000	0.050000	0.900000	16	4000	4	3	4	839400
parallel	2000i	0.090000	0.010000	0.900000	16	4000	4	7	4	1982220
parallel	2000i	0.450000	0.050000	0.900000	16	4000	4	7	4	1871429
parallel	2000i	0.090000	0.010000	0.900000	16	4000	4	15	4	1612739
parallel	2000i	0.450000	0.050000	0.900000	16	4000	4	15	4	1525392
parallel	2000i	0.090000	0.010000	0.900000	16	4000	4	31	4	390477
parallel	2000i	0.450000	0.050000	0.900000	16	4000	4	31	4	98667
serial	2000	0.090000	0.010000	0.990000	16	4000	4	426358
serial	2000	0.450000	0.050000	0.990000	16	4000	4	416841
parallel	2000i	0.090000	0.010000	0.990000	16	4000	4	2	1	583032
parallel	2000i	0.450000	0.050000	0.990000	16	4000	4	2	1	540569
parallel	2000i	0.090000	0.010000	0.990000	16	4000	4	3	1	861615
parallel	2000i	0.450000	0.050000	0.990000	16	4000	4	3	1	792071
parallel	2000i	0.090000	0.010000	0.990000	16	4000	4	7	1	1911638
parallel	2000i	0.450000	0.050000	0.990000	16	4000	4	7	1	1695958
parallel	2000i	0.090000	0.010000	0.990000	16	4000	4	15	1	1623108
parallel	2000i	0.450000	0.050000	0.990000	16	4000	4	15	1	1499192
parallel	2000i	0.090000	0.010000	0.990000	16	4000	4	31	1	680719
parallel	2000i	0.450000	0.050000	0.990000	16	4000	4	31	1	504617
parallel	2000i	0.090000	0.010000	0.990000	16	4000	4	2	2	601967
parallel	2000i	0.450000	0.050000	0.990000	16	4000	4	2	2	560538
parallel	2000i	0.090000	0.010000	0.990000	16	4000	4	3	2	897528
parallel	2000i	0.450000	0.050000	0.990000	16	4000	4	3	2	828779
parallel	2000i	0.090000	0.010000	0.990000	16	4000	4	7	2	1963893
parallel	2000i	0.450000	0.050000	0.990000	16	4000	4	7	2	1806366
parallel	2000i	0.090000	0.010000	0.990000	16	4000	4	15	2	1536183
parallel	2000i	0.450000	0.050000	0.990000	16	4000	4	15	2	1508001
parallel	2000i	0.090000	0.010000	0.990000	16	4000	4	31	2	571215
parallel	2000i	0.450000	0.050000	0.990000	16	4000	4	31	2	398702
parallel	2000i	0.090000	0.010000	0.990000	16	4000	4	2	3	535955
parallel	2000i	0.450000	0.050000	0.990000	16	4000	4	2	3	532282
parallel	2000i	0.090000	0.010000	0.990000	16	4000	4	3	3	744144
parallel	2000i	0.450000	0.050000	0.990000	16	4000	4	3	3	763277
parallel	2000i	0.090000	0.010000	0.990000	16	4000	4	7	3	1953283
parallel	2000i	0.450000	0.050000	0.990000	16	4000	4	7	3	1814956
parallel	2000i	0.090000	0.010000	0.990000	16	4000	4	15	3	1597725
parallel	2000i	0.450000	0.050000	0.990000	16	4000	4	15	3	1530437
parallel	2000i	0.090000	0.010000	0.990000	16	4000	4	31	3	1018410
parallel	2000i	0.450000	0.050000	0.990000	16	4000	4	31	3	1003870
parallel	2000i	0.090000	0.010000	0.990000	16	4000	4	2	4	600059
parallel	2000i	0.450000	0.050000	0.990000	16	4000	4	2	4	559118
parallel	2000i	0.090000	0.010000	0.990000	16	4000	4	3	4	908440
parallel	2000i	0.450000	0.050000	0.990000	16	4000	4	3	4	830185
parallel	2000i	0.090000	0.010000	0.990000	16	4000	4	7	4	1984264
parallel	2000i	0.450000	0.050000	0.990000	16	4000	4	7	4	1887212
parallel	2000i	0.090000	0.010000	0.990000	16	4000	4	15	4	1645501
parallel	2000i	0.450000	0.050000	0.990000	16	4000	4	15	4	1538122
parallel	2000i	0.090000	0.010000	0.990000	16	4000	4	31	4	403238
parallel	2000i	0.450000	0.050000	0.990000	16	4000	4	31	4	104625
