n	2000	0.090000	0.010000	0.500000	16	1	4	1	1	2763726
n	2000	0.090000	0.010000	0.500000	16	1	4	3	1	3459953
n	2000	0.090000	0.010000	0.500000	16	1	4	7	1	3222478
n	2000	0.090000	0.010000	0.500000	16	1	4	15	1	2823919
n	2000	0.090000	0.010000	0.500000	16	1	4	31	1	1755413
